"selection1_name","selection1_url","selection1_Biography"
"Frank Miller","https://www.imdb.com/name/nm0588340?ref_=nmls_hd","Frank Miller was born in Olney, Maryland, to a nurse mother and a carpenter and electrician father, and was raised in Montpelier, Vermont. He is of Irish descent. Miller was a big comics writer/artist in the '70s and '80s. He wrote and penciled the Marvel series ""Daredevil"" for a long time. His friend, Klaus Janson, inked. He also wrote two spinoffs about the character ""Electra"" and did a miniseries about the ""X-Men"" character ""Wolverine"". His hit miniseries ""Ronin"" was published by DC in the mid-eighties. His greatest success came with DC's character ""Batman"". In 1980, he wrote the acclaimed ""Batman"" story ""Wanted - Santa Claus - Dead or Alive!"" for DC Comics. In 1986, his most notable comic-book work, the groundbreaking ""Batman: The Dark Knight Returns"", an alternate history story about Batman in a grim future, was published by DC. Miller wrote and penciled. In 1988, he wrote the acclaimed ""Batman: Year One"", about Batman's first year on the job, for DC. In 1996, he wrote ""Spawn versus Batman"", a one-shot issue published by DC and Image Comics. He wrote the major motion pictures RoboCop 2 (1990) and RoboCop 3 (1993) and did the ""Robocop"" comic series for a little while.
Miller directed The Spirit (2008) and co-directed Sin City (2005) and Frank Miller's Sin City: A Dame to Kill For (2014)_."
"Mel Gibson","https://www.imdb.com/name/nm0000154?ref_=nmls_hd","Mel Columcille Gerard Gibson was born January 3, 1956 in Peekskill, New York, USA, as the sixth of eleven children of Hutton Gibson, a railroad brakeman, and Anne Patricia (Reilly) Gibson (who died in December of 1990). His mother was Irish, from County Longford, while his American-born father is of mostly Irish descent.
Mel and his family moved to Australia in the late 1960s, settling in New South Wales, where Mel's paternal grandmother, contralto opera singer Eva Mylott, was born. After high school, Mel studied at the University of New South Wales in Sydney, performing at the National Institute of Dramatic Arts alongside future film thespians Judy Davis and Geoffrey Rush.
After college, Mel had a few stints on stage and starred in a few TV shows. Eventually, he was chosen to star in the films Mad Max (1979) and Tim (1979), co-starring Piper Laurie. The small budgeted Mad Max made him known worldwide, while Tim garnered him an award for Best Actor from the Australian Film Institute (equivalent to the Oscar).
Later, he went on to star in Gallipoli (1981), which earned him a second award for Best Actor from the AFI. In 1980, he married Robyn Moore and had seven children. In 1984, Mel made his American debut in The Bounty (1984), which co-starred Anthony Hopkins.
Then in 1987, Mel starred in what would become his signature series, Lethal Weapon (1987), in which he played ""Martin Riggs"". In 1990, he took on the interesting starring role in Hamlet (1990), which garnered him some critical praise. He also made the more endearing Forever Young (1992) and the somewhat disturbing The Man Without a Face (1993). 1995 brought his most famous role as ""Sir William Wallace"" in Braveheart (1995), for which he won two Oscars for Best Picture and Best Director.
From there, he made such box office hits as The Patriot (2000), Ransom (1996), and Payback (1999). Today, Mel remains an international superstar mogul, continuously topping the Hollywood power lists as well as the Most Beautiful and Sexiest lists."
"Paul Thomas Anderson","https://www.imdb.com/name/nm0000759?ref_=nmls_hd","Anderson was born in 1970. He was one of the first of the ""video store"" generation of film-makers. His father was the first man on his block to own a V.C.R., and from a very early age Anderson had an infinite number of titles available to him. While film-makers like Spielberg cut their teeth making 8 mm films, Anderson cut his teeth shooting films on video and editing them from V.C.R. to V.C.R.
Part of Anderson's artistic D.N.A. comes from his father, who hosted a late night horror show in Cleveland. His father knew a number of oddball celebrities such as Robert Ridgely, an actor who often appeared in Mel Brooks' films and would later play ""The Colonel"" in Anderson's Boogie Nights (1997). Anderson was also very much shaped by growing up in ""The Valley"", specifically the suburban San Fernando Valley of greater Los Angeles. The Valley may have been immortalized in the 1980s for its mall-hopping ""Valley Girls"", but for Anderson it was a slightly seedy part of suburban America. You were close to Hollywood, yet you weren't there. Would-bes and burn-outs populated the area. Anderson's experiences growing up in ""The Valley"" have no doubt shaped his artistic self, especially since three of his four theatrical features are set in the Valley.
Anderson got into film-making at a young age. His most significant amateur film was The Dirk Diggler Story (1988), a sort of mock-documentary a la This Is Spinal Tap (1984), about a once-great pornography star named Dirk Diggler. After enrolling in N.Y.U.'s film program for two days, Anderson got his tuition back and made his own short film, Cigarettes & Coffee (1993). He also worked as a production assistant on numerous commercials and music videos before he got the chance to make his first feature, something he liked to call Hard Eight (1996), but would later become known to the public as ""Hard Eight"". The film was developed and financed through The Sundance Lab, not unlike Quentin Tarantino's Reservoir Dogs (1992). Anderson cast three actors whom he would continue working with in the future: Altman veteran Philip Baker Hall, the husky and lovable John C. Reilly and, in a small part, Philip Seymour Hoffman, who so far has been featured in all four of Anderson's films. The film deals with a guardian angel type (played by Hall) who takes down-on-his-luck Reilly under his wing. The deliberately paced film featured a number of Anderson trademarks: wonderful use of source light, long takes and top-notch acting. Yet the film was reedited (and retitled) by Rysher Entertainment against Anderson's wishes. It was admired by critics, but didn't catch on at the box office. Still, it was enough for Anderson to eventually get his next movie financed. ""Boogie Nights"" was, in a sense, a remake of ""The Dirk Diggler Story"", but Anderson threw away the satirical approach and instead painted a broad canvas about a makeshift family of pornographers. The film was often joyous in its look at the 1970s and the days when pornography was still shot on film, still shown in theatres, and its actors could at least delude themselves into believing that they were movie stars. Yet ""Boogie Nights"" did not flinch at the dark side, showing a murder and suicide, literally in one (almost) uninterrupted shot, and also showing the lives of these people deteriorate, while also showing how their lives recovered.
Anderson not only worked with Hall, Reilly and Hoffman again, he also worked with Julianne Moore, Melora Walters, William H. Macy and Luis Guzmán. Collectively, Anderson had something that was rare in U.S. cinema: a stock company of top-notch actors. Aside from the above mentioned, Anderson also drew terrific performances from Burt Reynolds and Mark Wahlberg, two actors whose careers were not exactly going full-blast at the time of ""Boogie Nights"", but who found themselves to be that much more employable afterwards.
The success of ""Boogie Nights"" gave Anderson the chance to really go for broke in Magnolia (1999), a massive mosaic that could dwarf Altman's Nashville (1975) in its number of characters.
Anderson was awarded a ""Best Director"" award at Cannes for Punch-Drunk Love (2002)."
"Frank Darabont","https://www.imdb.com/name/nm0001104?ref_=nmls_hd","Three-time Oscar nominee Frank Darabont was born in a refugee camp in 1959 in Montbeliard, France, the son of Hungarian parents who had fled Budapest during the failed 1956 Hungarian revolution. Brought to America as an infant, he settled with his family in Los Angeles and attended Hollywood High School. His first job in movies was as a production assistant on the 1981 low-budget film, Hell Night (1981), starring Linda Blair. He spent the next six years working in the art department as a set dresser and in set construction while struggling to establish himself as a writer. His first produced writing credit (shared) was on the 1987 film, A Nightmare on Elm Street 3: Dream Warriors (1987), directed by Chuck Russell. Darabont is one of only six filmmakers in history with the unique distinction of having his first two feature films receive nominations for the Best Picture Academy Award: 1994's The Shawshank Redemption (1994) (with a total of seven nominations) and 1999's The Green Mile (1999) (four nominations). Darabont himself collected Oscar nominations for Best Adapted Screenplay for each film (both based on works by Stephen King), as well as nominations for both films from the Director's Guild of America, and a nomination from the Writers Guild of America for The Shawshank Redemption (1994). He won the Humanitas Prize, the PEN Center USA West Award, and the Scriptor Award for his screenplay of ""The Shawshank Redemption"". For ""The Green Mile"", he won the Broadcast Film Critics prize for his screenplay adaptation, and two People's Choice Awards in the Best Dramatic Film and Best Picture categories. The Majestic (2001), starring Jim Carrey, was released in December 2001. He executive-produced the thriller, Collateral (2004), for DreamWorks, with Michael Mann directing and Tom Cruise starring. Future produced-by projects include ""Way of the Rat"" at DreamWorks with Chuck Russell adapting and directing the CrossGen comic book series and ""Back Roads"", a Tawni O'Dell novel, also at DreamWorks, with Todd Field attached to direct. Darabont and his production company, ""Darkwoods Productions"", have an overall deal with Paramount Pictures."
"Ethan Coen","https://www.imdb.com/name/nm0001053?ref_=nmls_hd","The younger brother of Joel, Ethan Coen is an Academy Award and Golden Globe winning writer, producer and director coming from small independent films to big profile Hollywood films. He was born on September 21, 1957 in Minneapolis, Minnesota. In some films of the brothers- Ethan & Joel wrote, Joel directed and Ethan produced - with both editing under the name of Roderick Jaynes; but in 2004 they started to share the three main duties plus editing. Each film bring its own quality, creativity, art and with one project more daring the other.
His film debut was in 1984 dark humored thriller Blood Simple (1984) starring Frances McDormand (Joel's wife) and M. Emmet Walsh in a deep story revolving a couple of romantic lovers followed by an insisting private eye. The film received critical acclaim, some award nominations to Ethan (best writing at the Film Independent Spirit Awards) and became a cult following over the years. Their second work was the comedy Raising Arizona (1987) starring Nicolas Cage and Holly Hunter as a unusual couple trying to create their family by kidnapping babies from a rich family.
Miller's Crossing (1990) was the third film of the brothers, a mob drama with heavy influences from several criminal dramas and with a stellar cast that included Gabriel Byrne, Marcia Gay Harden, Albert Finney, Steve Buscemi, John Turturro and Jon Polito (the latter three would become regular actors in the Coen's films).
Their views on the Hollywood era of the 1930's was the central theme is the great Barton Fink (1991), created from a writers block both brothers suffered during the making of their previous film. John Turturro stars as a writer who suffers from a breakdown when he's commissioned to a big budget Hollywood project. The film was a breakthrough for the Coens marking their first win at the Cannes Film Festival (Joel got the Palme d'Or) and the first time a film of their received Oscar nominations. The underrated comedy The Hudsucker Proxy (1994) was what followed; but no one could predict their next big and boldest move that would definitely put Ethan and Joel on the spotlight once and for all.
The comedy of errors Fargo (1996) was a huge critical and commercial success. With its crazed story of a man who hires two loonies to kidnap his own wife and a pregnant policewoman tracking the leads to the crime, Ethan and Joel came at their greatest moment that couldn't be missed. The film received several awards during award season and the Coen's got their first Oscar in the Best Original Screenplay category. What came next was the underrated yet hilariously good The Big Lebowski (1998) starring Jeff Bridges, John Goodman, John Turturro and Steve Buscemi. Those masterpieces made their career in the late 1990's cementing the duo as one of the greatest writers and directors of their generation, if not, from all time.
The Odyssey retold for the 1930's in O Brother, Where Art Thou? (2000); the intelligent noir The Man Who Wasn't There (2001); the comedy Intolerable Cruelty (2003) and a remake The Ladykillers (2004) marked their way into the early 2000's. Certaintly of period of minor hits and some downer moments.
The big return was with the highly acclaimed No Country for Old Men (2007), where the brothers swooped at the Oscars with three wins: Best Picture, Screenplay and Writing, an adaptation from the Cormac McCarthy's novel.
A Serious Man (2009), Burn After Reading (2008), True Grit (2010), Inside Llewyn Davis (2013), Hail, Caesar! (2016) and The Ballad of Buster Scruggs (2018) were the subsequent films, all well received by audiences or got awards recognition, mostly nominations.
A shift from tone and career move was writing with other writers and for another directors: for Angelina Jolie's Unbroken (2014), for Spielberg in Bridge of Spies (2015) and George Clooney in Suburbicon (2017).
As for personal life, Ethan has been married to Tricia Cooke since 1990. Tricia works as an assistant editor in several of the Coen brothers films."
"James Mangold","https://www.imdb.com/name/nm0003506?ref_=nmls_hd","James Mangold is an American film and television director, screenwriter and producer. Films he has directed include Girl, Interrupted (1999), Walk the Line (2005), which he also co-wrote, the 2007 remake 3:10 to Yuma (2007), The Wolverine (2013), and Logan (2017).
Mangold also wrote and directed Cop Land (1997), starring Sylvester Stallone, Robert De Niro, Harvey Keitel, and Ray Liotta."
"Sean Penn","https://www.imdb.com/name/nm0000576?ref_=nmls_hd","Sean Penn is a powerhouse film performer capable of intensely moving work, who has gone from strength to strength during a colourful film career, and who has drawn much media attention for his stormy private life and political viewpoints.
Sean Justin Penn was born in Los Angeles, California, the second son of actress Eileen Ryan (née Annucci) and director, actor, and writer Leo Penn. His brother was actor Chris Penn. His father was from a Lithuanian Jewish/Russian Jewish family, and his mother is of half Italian and half Irish descent.
Penn first appeared in roles as strong-headed or unruly youths such as the military cadet defending his academy against closure in Taps (1981), then as fast-talking surfer stoner Jeff Spicoli in Fast Times at Ridgemont High (1982).
Fans and critics were enthused about his obvious talent and he next contributed a stellar performance alongside Timothy Hutton in the Cold War spy thriller The Falcon and the Snowman (1985), followed by a teaming with icy Christopher Walken in the chilling At Close Range (1986). The youthful Sean then paired up with his then wife, pop diva Madonna in the woeful, and painful, Shanghai Surprise (1986), which was savaged by the critics, but Sean bounced back with a great job as a hot-headed young cop in Colors (1988), gave another searing performance as a US soldier in Vietnam committing atrocities in Casualties of War (1989) and appeared alongside Robert De Niro in the uneven comedy We're No Angels (1989). However, the 1990s was the decade in which Sean really got noticed by critics as a mature, versatile and accomplished actor, with a string of dynamic performances in first-class films.
Almost unrecognisable with frizzy hair and thin rimmed glasses, Penn was simply brilliant as corrupt lawyer David Kleinfeld in the Brian De Palma gangster movie Carlito's Way (1993) and he was still in trouble with authority as a Death Row inmate pleading with a caring nun to save his life in Dead Man Walking (1995), for which he received his first Oscar nomination. Sean then played the brother of wealthy Michael Douglas, involving him in a mind-snapping scheme in The Game (1997) and also landed the lead role of Sgt. Eddie Walsh in the star-studded anti-war film The Thin Red Line (1998), before finishing the 1990s playing an offbeat jazz musician (and scoring another Oscar nomination) in Sweet and Lowdown (1999).
The gifted and versatile Sean had also moved into directing, with the quirky but interesting The Indian Runner (1991), about two brothers with vastly opposing views on life, and in 1995 he directed Jack Nicholson in The Crossing Guard (1995). Both films received overall positive reviews from critics. Moving into the new century, Sean remained busy in front of the cameras with even more outstanding work: a mentally disabled father fighting for custody of his seven-year-old daughter (and receiving a third Oscar nomination) for I Am Sam (2001); an anguished father seeking revenge for his daughter's murder in the gut-wrenching Clint Eastwood-directed Mystic River (2003) (for which he won the Oscar as Best Actor); a mortally ill college professor in 21 Grams (2003) and a possessed businessman in The Assassination of Richard Nixon (2004).
Certainly Sean Penn is one of Hollywood's most controversial, progressive and gifted actors."
"Julian Schnabel","https://www.imdb.com/name/nm0773603?ref_=nmls_hd","Julian Schnabel was born on October 26, 1951 in Brooklyn, New York, USA. He is a director and writer, known for At Eternity's Gate (2018), The Diving Bell and the Butterfly (2007) and Before Night Falls (2000)."
"Andrew Stanton","https://www.imdb.com/name/nm0004056?ref_=nmls_hd","Andrew Stanton has been a major creative force at Pixar Animation Studios since 1990, when he became the second animator and ninth employee to join the company's elite group of computer animation pioneers. As Vice President, Creative he currently oversees all shorts and feature projects at the studio. Stanton wrote and directed the Academy Award®-winning Disney and Pixar feature film ""WALL.E,"" for which he also received a Best Original Screenplay Oscar®-nomination. In 2016 Stanton directed Disney and Pixar's ""Finding Dory,"" which, upon release, became the highest-grossing domestic animated feature of all time and in 2019 Stanton served as screenwriter and executive producer of ""Toy Story 4.""
Stanton made his directorial debut with the record-shattering ""Finding Nemo,"" an original story of his that he also co-wrote. The film garnered Stanton two Academy Award® nominations (Best Original Screenplay and Best Animated Film), and ""Finding Nemo"" was awarded an Oscar® for Best Animated Feature Film of 2003, the first such honor Pixar Animation Studios received for a full-length feature film.
One of the four screenwriters to receive an Oscar® nomination in 1996 for his contribution to ""Toy Story,"" Stanton went on to receive credit as a screenwriter on every subsequent Pixar film - ""A Bug's Life,"" ""Toy Story 2,"" ""Monsters, Inc."" and ""Finding Nemo."" Additionally, he served as co-director on ""A Bug's Life,"" and was the executive producer of ""Monsters, Inc.,"" and ""Monsters University,"" and Academy Award®-winning films ""Ratatouille"" and ""Brave.""
In addition to his multi-award winning animation work, Stanton made his live-action writing and directorial debut with Disney's ""John Carter,"" released in March 2012.
A native of Rockport, Massachusetts, Stanton earned a Bachelor of Fine Arts in Character Animation from California Institute of the Arts (Cal Arts), where he completed two student films. In the 1980s, he launched his professional career in Los Angeles animating for Bill Kroyer's Kroyer Films studio, and writing for Ralph Bakshi's production of ""Mighty Mouse, The New Adventures"" (1987)."
"Christopher Nolan","https://www.imdb.com/name/nm0634240?ref_=nmls_hd","Best known for his cerebral, often nonlinear, storytelling, acclaimed writer-director Christopher Nolan was born on July 30, 1970, in London, England. Over the course of 15 years of filmmaking, Nolan has gone from low-budget independent films to working on some of the biggest blockbusters ever made.
At 7 years old, Nolan began making short movies with his father's Super-8 camera. While studying English Literature at University College London, he shot 16-millimeter films at U.C.L.'s film society, where he learned the guerrilla techniques he would later use to make his first feature, Following (1998), on a budget of around $6,000. The noir thriller was recognized at a number of international film festivals prior to its theatrical release and gained Nolan enough credibility that he was able to gather substantial financing for his next film.
Nolan's second film was Memento (2000), which he directed from his own screenplay based on a short story by his brother Jonathan. Starring Guy Pearce, the film brought Nolan numerous honors, including Academy Award and Golden Globe Award nominations for Best Original Screenplay. Nolan went on to direct the critically acclaimed psychological thriller, Insomnia (2002), starring Al Pacino, Robin Williams and Hilary Swank.
The turning point in Nolan's career occurred when he was awarded the chance to revive the Batman franchise in 2005. In Batman Begins (2005), Nolan brought a level of gravitas back to the iconic hero, and his gritty, modern interpretation was greeted with praise from fans and critics alike. Before moving on to a Batman sequel, Nolan directed, co-wrote, and produced the mystery thriller The Prestige (2006), starring Christian Bale and Hugh Jackman as magicians whose obsessive rivalry leads to tragedy and murder.
In 2008, Nolan directed, co-wrote, and produced The Dark Knight (2008) which went on to gross more than a billion dollars at the worldwide box office. Nolan was nominated for a Directors Guild of America (D.G.A.) Award, Writers Guild of America (W.G.A.) Award and Producers Guild of America (P.G.A.) Award, and the film also received eight Academy Award nominations.
In 2010, Nolan captivated audiences with the sci-fi thriller Inception (2010), which he directed and produced from his own original screenplay. The thought-provoking drama was a worldwide blockbuster, earning more than $800,000,000 and becoming one of the most discussed and debated films of the year. Among its many honors, Inception received four Academy Awards and eight nominations, including Best Picture and Best Screenplay. Nolan was recognized by his peers with D.G.A. and P.G.A. Award nominations, as well as a W.G.A. Award for his work on the film.
One of the best-reviewed and highest-grossing movies of 2012, The Dark Knight Rises (2012) concluded Nolan's Batman trilogy. Due to his success rebooting the Batman character, Warner Bros. enlisted Nolan to produce their revamped Superman movie Man of Steel (2013), which opened in the summer of 2013. In 2014, Nolan directed, wrote, and produced the science-fiction epic Interstellar (2014), starring Matthew McConaughey, Anne Hathaway and Jessica Chastain. Paramount Pictures and Warner Bros. released the film on November 5, 2014, to positive reviews and strong box-office results, grossing over $670 million dollars worldwide.
Nolan resides in Los Angeles, California with his wife, producer Emma Thomas, and their children. Nolan and Thomas also have their own production company, Syncopy."
"Lee Unkrich","https://www.imdb.com/name/nm0881279?ref_=nmls_hd","Lee Unkrich is an Academy Award-winning director at Pixar Animation Studios. He most recently directed Disney.Pixar's critically-acclaimed ""Coco"", which received the Academy Award for Best Animated Feature and Best Song.
As the director of Disney.Pixar's ""Toy Story 3,"" Lee was also awarded an Academy Award for Best Animated Feature.
Lee joined Pixar in 1994, and has played a variety of key creative roles on nearly every animated feature film made at the studio. Before co-directing the Oscar-winning ""Finding Nemo,"" he was co-director of ""Monsters, Inc."" and the Golden Globe-winning ""Toy Story 2.""
He began his Pixar career as a film editor on ""Toy Story"" and was supervising film editor on ""A Bug's Life."" Lee also contributed his editing skills to numerous Pixar films, including his role as supervising film editor on ""Finding Nemo"".
In 2009 Lee and his fellow directors at Pixar were honored at the 66th Venice International Film Festival with the Golden Lion for Lifetime Achievement.
Prior to joining Pixar, Lee worked in television as an editor and director. He graduated from the University of Southern California's School of Cinema/Television in 1991.
He grew up in Chagrin Falls, Ohio."
"David O. Russell","https://www.imdb.com/name/nm0751102?ref_=nmls_hd","David Owen Russell is an American film writer, director, and producer, known for a cinema of intense, tragi-comedic characters whose love of life can surpass dark circumstances faced in very specific worlds. His films address such themes as mental illness as stigma or hope; invention of self and survival; the family home as nexus of love, hate, transgression, and strength; women of power and inspiration; beauty and comedy found in twisted humble circumstances; the meaning of violence, war, and greed; and the redemptive power of music above all.
Russell has been nominated for five Academy Awards® and four Golden Globes®. He has won four Independent Spirit Awards and two BAFTA Awards. He has been nominated for three WGA awards and two DGA awards. He has collaborated with actors Bradley Cooper, Robert De Niro, Jennifer Lawrence, and Mark Wahlberg, on three films each, and with Christian Bale and Amy Adams, on two films each. Jennifer Lawrence won the Academy Award for Best Actress in Silver Linings Playbook (2012) and Christian Bale and Melissa Leo won for best supporting actor and actress in The Fighter (2010). Russell is the only director to have two consecutively-released films (Silver Linings Playbook (2012) and _American Hustle (2013)_ qv) garner Academy Award® nominations in all four acting categories. Jennifer Lawrence earned an Academy Award® nomination and Golden Globe® win for Best Actress for her work in Russell's most recent film Joy (2015). To date Russell's films have garnered a total of 26 Academy Award nominations and 19 Golden Globe nominations. In 2016, the Art Directors Guild honored Russell with the Contribution to Cinematic Imagery Award.
Russell is a board member and longtime supporter of the Ghetto Film School, which helps develop and support emerging filmmakers in the South Bronx and runs the nation's first film public high school. He also has been an ardent supporter of the Glenholme School, a therapeutic boarding school for children and young adults with special educational needs. He was instrumental in raising funds to build a new arts center at Glenholme that opened in 2011. Glenholme honored Russell in 2011 with the Bowen Award for Outstanding Support and in 2015 with the Doucette Award for Longstanding Commitment.
Russell was recently honored by the renowned McLean Hospital for his efforts to advance public awareness of mental health issues through advocacy and his 2012 film Silver Linings Playbook. The director has been open about his own family's experiences with mental illness. His advocacy efforts brought him to Washington where he and actor Bradley Cooper supported legislation in Congress and met with Vice President Joe Biden to also discuss parity for mental health in all health care.
Born in New York City, Russell attended public schools in Mamaroneck, NY. He continued his education at Amherst College, where he majored in literature and political science, and was given an honorary degree in 2002. He started as a writer before making his first documentary short about the Hispanic immigrant community in Boston. He earned critical acclaim early in his career in 1994 when he wrote and directed his first feature film, Spanking the Monkey, which won the Audience Award at Sundance and two Independent Spirit Awards for Best First Feature and Best First Screenplay. Russell's early films include Three Kings (1999) and Flirting with Disaster (1996)."
"Mark Romanek","https://www.imdb.com/name/nm0738796?ref_=nmls_hd","Mark Romanek was born on September 18, 1959 in Chicago, Illinois, USA. He is a director and producer, known for One Hour Photo (2002), Never Let Me Go (2010) and Michael Jackson Feat. Janet Jackson: Scream (1995). He is married to Brigette Romanek."
"J.J. Abrams","https://www.imdb.com/name/nm0009190?ref_=nmls_hd","Jeffrey Jacob Abrams was born in New York City and raised in Los Angeles, the son of TV producer parents. Abrams planned on going to dental school, but decided to study film at Sarah Lawrence College. At 15, he wrote the music for Don Dohler's Nightbeast (1982). In his senior year, he and Jill Mazursky teamed up to write a feature film, which became Taking Care of Business (1990). He went on to write and produce Regarding Henry (1991) and Forever Young (1992). He also co-wrote Gone Fishin' (1997) with Mazursky. Along with other Sarah Lawrence alumni, he experimented with computer animation and was contracted to develop pre-production animation for Shrek (2001).
Abrams worked on the screenplay for Armageddon (1998) and co-created (as well as composing the opening theme of) Felicity (1998), which ran for four seasons. He founded the production company Bad Robot in 2001 with Bryan Burk. He created and executive-produced Alias (2001) and Lost (2004), composing the theme music for both, and co-writing episodes of ""Lost"". He also co-wrote and produced thriller Joy Ride (2001). He made his feature directing debut with Mission: Impossible III (2006), reinvigorating the series. He produced the hit mystery film Cloverfield (2008) and co-created Fringe (2008).
He directed the Star Trek (2009) reboot, proving successful with fans and newcomers to the franchise. He next directed Super 8 (2011), co-produced by Steven Spielberg and produced Mission: Impossible - Ghost Protocol (2011). He returned to direct the follow-up to his reboot, Star Trek Into Darkness (2013). Disney and Lucasfilm announced J.J. as their choice for director of the first episode in the new 'Star Wars' trilogy, Star Wars: Episode VII - The Force Awakens (2015). He initially resisted, as he didn't want to travel away from his family to London, but Kathleen Kennedy convinced him that his voice would be the best to reinvigorate this franchise, as he had done with two others before. He also produced Mission: Impossible - Rogue Nation (2015) and Star Trek Beyond (2016), and executive-produced Star Wars: Episode VIII - The Last Jedi (2017). When it was announced that Colin Trevorrow would no longer direct Star Wars: Episode IX - The Rise of Skywalker (2019), it was announced that J.J. would return to complete the trilogy he started."
"Jeff Nichols","https://www.imdb.com/name/nm2158772?ref_=nmls_hd","Jeff Nichols was born on December 7, 1978 in Little Rock, Arkansas, USA. He is a writer and director, known for Take Shelter (2011), Midnight Special (2016) and Mud (2012)."
"Gavin O'Connor","https://www.imdb.com/name/nm0640334?ref_=nmls_hd","Gavin O'Connor was born on December 24, 1963 in Huntington, Long Island, New York, USA as Gavin James O'Connor. He is a producer and director, known for The Accountant (2016), Pride and Glory (2008) and Warrior (2011). He has been married to Brooke Burns since June 22, 2013. They have one child. He was previously married to Angela Shelton."
"Kathryn Bigelow","https://www.imdb.com/name/nm0000941?ref_=nmls_hd","A very talented painter, Kathryn spent two years at the San Francisco Art Institute. At 20, she won a scholarship to the Whitney Museum's Independent Study Program. She was given a studio in a former Offtrack Betting building, literally in an old bank vault, where she made art and waited to be critiqued by people like Richard Serra, Robert Rauschenberg and Susan Sontag. Later she earned a scholarship to study film at Columbia University School of Arts, graduating in 1979. She was also a member of the British avant garde cultural group, Art and Language. Kathryn is the only child of the manager of a paint factory and a librarian."
"Rian Johnson","https://www.imdb.com/name/nm0426059?ref_=nmls_hd","Rian Johnson was born in Maryland and at a young age his family moved to San Clemente, California, where he was raised. After graduating from high school, he went on to attend the University of Southern California School of Cinematic Arts. His first feature film, Brick (2005), was released in 2005 and was the metaphorical building block that launched his career. He is a director, writer, and musician, among other areas of expertise.
His second feature, The Brothers Bloom (2008), proved his ability to tell an exciting story with A-list actors, and the visionary Looper (2012) cemented him as a modern science-fiction icon. Among his highest-rated work are three episodes of the critically acclaimed Breaking Bad (2008). His filmography made him a strong candidate to write and direct Star Wars: Episode VIII - The Last Jedi (2017), the penultimate episode of the 'Star Wars' series. Lucasfilm was pleased with his work and announced that we would write and direct a 'Star Wars' trilogy separate from the main Skywalker story."
"Brenda Chapman","https://www.imdb.com/name/nm0152312?ref_=nmls_hd","Brenda Chapman was born on November 1, 1962 in Beason, Illinois, USA. She is known for her work on Brave (2012), The Prince of Egypt (1998) and The Lion King (1994). She is married to Kevin Lima. They have one child."
"Bennett Miller","https://www.imdb.com/name/nm0587955?ref_=nmls_hd","Bennett Miller is an American film director, best known for Capote (2005), Moneyball (2011), and Foxcatcher (2014). He began his film career directing the 1998 documentary The Cruise.
In 2006 Miller directed the Bob Dylan music video ""When the Deal Goes Down"" starring Scarlett Johansson.
Miller has directed 6 actors to Oscar nominations: Philip Seymour Hoffman and Catherine Keener for Capote, Brad Pitt and Jonah Hill for Moneyball, and Steve Carell and Mark Ruffalo for Foxcatcher. Hoffman won the Oscar for his work in Capote."
"Tommy Lee Jones","https://www.imdb.com/name/nm0000169?ref_=nmls_hd","Tommy Lee Jones was born in San Saba, Texas, the son of Lucille Marie (Scott), a police officer and beauty shop owner, and Clyde C. Jones, who worked on oil fields. Tommy himself worked in underwater construction and on an oil rig. He attended St. Mark's School of Texas, a prestigious prep school for boys in Dallas, on a scholarship, and went to Harvard on another scholarship. He roomed with future Vice President Al Gore and played offensive guard in the famous 29-29 Harvard-Yale football game of '68 known as ""The Tie."" He received a B.A. in English literature and graduated cum laude from Harvard in 1969.
Following college, he moved to New York and began his theatrical career on Broadway in ""A Patriot for Me"" (1969). In 1970, he made his film debut in Love Story (1970). While living in New York, he continued to appear in various plays, both on- and off-Broadway: ""Fortune and Men's Eyes"" (1969); ""Four on a Garden"" (1971); ""Blue Boys"" (1972); ""Ulysses in Nighttown"" (1974). During this time, he also appeared on a daytime soap opera, One Life to Live (1968) as Dr. Mark Toland from 1971-75. He moved with wife Kate Lardner, granddaughter of short-story writer/columnist Ring Lardner, and her two children from a previous marriage, to Los Angeles.
There he began to get some roles on television: Charlie's Angels (1976) (pilot episode); Smash-Up on Interstate 5 (1976); and The Amazing Howard Hughes (1977). While working on the movie Back Roads (1981), he met and fell in love with Kimberlea Cloughley, whom he later married. More roles in television--both on network and cable--stage and film garnered him a reputation as a strong, explosive, thoughtful actor who could handle supporting as well as leading roles. He made his directorial debut in The Good Old Boys (1995) on TNT. In addition to directing and starring in the film, he co-wrote the teleplay (with J.T. Allen). The film, based on Elmer Kelton's novel, is set in west Texas where Jones has strong family ties. Consequently, this story of a cowboy facing the end of an era has special meaning for him."
